Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Public Method,"junit.framework.TestCase.run",1,1,1,1
Public Method,"junit.framework.TestCase.run",1,1,1,1
Public Method,"junit.framework.TestCase.runBare",1,5,5,5
Protected Method,"junit.framework.TestCase.runTest",1,5,5,5
Public Method,"junit.framework.TestCase.setName",1,1,1,1
Protected Method,"junit.framework.TestCase.setUp",1,1,1,1
Protected Method,"junit.framework.TestCase.tearDown",1,1,1,1
Public Method,"junit.framework.TestCase.toString",1,1,1,1
Public Constructor,"junit.framework.TestFailure.TestFailure",1,1,1,1
Public Method,"junit.framework.TestFailure.exceptionMessage",1,1,1,1
Public Method,"junit.framework.TestFailure.failedTest",1,1,1,1
Public Method,"junit.framework.TestFailure.isFailure",1,1,1,1
Public Method,"junit.framework.TestFailure.thrownException",1,1,1,1
Public Method,"junit.framework.TestFailure.toString",1,1,1,1
Public Method,"junit.framework.TestFailure.trace",1,1,1,1
Public Abstract Method,"junit.framework.TestListener.addError",1,1,1,1
Public Abstract Method,"junit.framework.TestListener.addFailure",1,1,1,1
Public Abstract Method,"junit.framework.TestListener.endTest",1,1,1,1
Public Abstract Method,"junit.framework.TestListener.startTest",1,1,1,1
Public Constructor,"junit.framework.TestResult.TestResult",1,1,1,1
Public Method,"junit.framework.TestResult.addError",1,2,2,2
Public Method,"junit.framework.TestResult.addFailure",1,2,2,2
Public Method,"junit.framework.TestResult.addListener",1,1,1,1
Private Method,"junit.framework.TestResult.cloneListeners",1,1,1,1
Public Method,"junit.framework.TestResult.endTest",1,2,2,2
Public Method,"junit.framework.TestResult.errorCount",1,1,1,1
Public Method,"junit.framework.TestResult.errors",1,1,1,1
Public Method,"junit.framework.TestResult.failureCount",1,1,1,1
Public Method,"junit.framework.TestResult.failures",1,1,1,1
Public Method,"junit.framework.TestResult.removeListener",1,1,1,1
Protected Method,"junit.framework.TestResult.run",1,1,1,1
Public Method,"junit.framework.TestResult.run.(Anon_1).protect",1,1,1,1
Public Method,"junit.framework.TestResult.runCount",1,1,1,1
Public Method,"junit.framework.TestResult.runProtected",1,4,4,4
Public Method,"junit.framework.TestResult.shouldStop",1,1,1,1
Public Method,"junit.framework.TestResult.startTest",1,2,2,2
Public Method,"junit.framework.TestResult.stop",1,1,1,1
Public Method,"junit.framework.TestResult.wasSuccessful",1,1,1,2
Public Constructor,"junit.framework.TestSuite.TestSuite",1,1,1,1
Public Constructor,"junit.framework.TestSuite.TestSuite",1,2,2,2
Public Constructor,"junit.framework.TestSuite.TestSuite",1,1,1,1
Public Constructor,"junit.framework.TestSuite.TestSuite",1,1,1,1
Public Constructor,"junit.framework.TestSuite.TestSuite",1,1,1,1
Public Constructor,"junit.framework.TestSuite.TestSuite",1,1,1,1
Public Method,"junit.framework.TestSuite.addTest",1,1,1,1
Private Method,"junit.framework.TestSuite.addTestMethod",3,4,4,4
Public Method,"junit.framework.TestSuite.addTestSuite",1,1,1,1
Private Method,"junit.framework.TestSuite.addTestsFromTestCase",3,6,6,6
Public Method,"junit.framework.TestSuite.countTestCases",1,2,2,2
Public Static Method,"junit.framework.TestSuite.createTest",5,7,7,7
Private Static Method,"junit.framework.TestSuite.exceptionToString",1,1,1,1
Public Method,"junit.framework.TestSuite.getName",1,1,1,1
Public Static Method,"junit.framework.TestSuite.getTestConstructor",1,2,2,2
Private Method,"junit.framework.TestSuite.isPublicTestMethod",1,1,1,2
Private Method,"junit.framework.TestSuite.isTestMethod",1,1,1,3
Public Method,"junit.framework.TestSuite.run",3,3,3,3
Public Method,"junit.framework.TestSuite.runTest",1,1,1,1
Public Method,"junit.framework.TestSuite.setName",1,1,1,1
Public Method,"junit.framework.TestSuite.testAt",1,1,1,1
Private Method,"junit.framework.TestSuite.testCaseForClass",1,2,2,2
Public Method,"junit.framework.TestSuite.testCount",1,1,1,1
Public Method,"junit.framework.TestSuite.tests",1,1,1,1
Public Method,"junit.framework.TestSuite.toString",1,2,2,2
Public Static Method,"junit.framework.TestSuite.warning",1,1,1,1
Protected Method,"junit.framework.TestSuite.warning.(Anon_1).runTest",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.addError",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.addFailure",1,1,1,1
Protected Method,"junit.runner.BaseTestRunner.clearStatus",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.elapsedTimeAsString",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.endTest",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.extractClassName",1,2,2,2
Static Method,"junit.runner.BaseTestRunner.filterLine",3,3,3,3
Public Static Method,"junit.runner.BaseTestRunner.getFilteredTrace",3,5,5,5
Public Static Method,"junit.runner.BaseTestRunner.getFilteredTrace",1,1,1,1
Public Static Method,"junit.runner.BaseTestRunner.getPreference",1,1,1,1
Public Static Method,"junit.runner.BaseTestRunner.getPreference",1,3,3,3
Protected Static Method,"junit.runner.BaseTestRunner.getPreferences",1,2,2,2
Private Static Method,"junit.runner.BaseTestRunner.getPreferencesFile",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.getTest",9,10,10,10
Protected Method,"junit.runner.BaseTestRunner.loadSuiteClass",1,1,1,1
Protected Method,"junit.runner.BaseTestRunner.processArguments",1,6,6,6
Private Static Method,"junit.runner.BaseTestRunner.readPreferences",1,4,4,4
Protected Abstract Method,"junit.runner.BaseTestRunner.runFailed",1,1,1,1
Public Static Method,"junit.runner.BaseTestRunner.savePreferences",1,1,1,1
Public Method,"junit.runner.BaseTestRunner.setLoading",1,1,1,1
Public Static Method,"junit.runner.BaseTestRunner.setPreference",1,1,1,1
Protected Static Method,"junit.runner.BaseTestRunner.setPreferences",1,1,1,1
Protected Static Method,"junit.runner.BaseTestRunner.showStackRaw",1,1,1,2
Public Method,"junit.runner.BaseTestRunner.startTest",1,1,1,1
Public Abstract Method,"junit.runner.BaseTestRunner.testEnded",1,1,1,1
Public Abstract Method,"junit.runner.BaseTestRunner.testFailed",1,1,1,1
Public Abstract Method,"junit.runner.BaseTestRunner.testStarted",1,1,1,1
Public Static Method,"junit.runner.BaseTestRunner.truncate",1,2,2,3
Protected Method,"junit.runner.BaseTestRunner.useReloadingTestSuiteLoader",1,1,1,2
Public Abstract Method,"junit.runner.TestRunListener.testEnded",1,1,1,1
Public Abstract Method,"junit.runner.TestRunListener.testFailed",1,1,1,1
Public Abstract Method,"junit.runner.TestRunListener.testRunEnded",1,1,1,1
Public Abstract Method,"junit.runner.TestRunListener.testRunStarted",1,1,1,1
Public Abstract Method,"junit.runner.TestRunListener.testRunStopped",1,1,1,1
Public Abstract Method,"junit.runner.TestRunListener.testStarted",1,1,1,1
Private Constructor,"junit.runner.Version.Version",1,1,1,1
Public Static Method,"junit.runner.Version.id",1,1,1,1
Public Static Method,"junit.runner.Version.main",1,1,1,1
Public Static Method,"junit.samples.AllTests.main",1,1,1,1
Public Static Method,"junit.samples.AllTests.suite",1,1,1,1
Public Static Method,"junit.samples.ListTest.main",1,1,1,1
Protected Method,"junit.samples.ListTest.setUp",1,1,1,1
Public Static Method,"junit.samples.ListTest.suite",1,1,1,1
Public Method,"junit.samples.ListTest.testCapacity",1,2,2,2
Public Method,"junit.samples.ListTest.testContains",1,1,1,1
Public Method,"junit.samples.ListTest.testElementAt",1,2,2,2
Public Method,"junit.samples.ListTest.testRemoveAll",1,1,1,1
Public Method,"junit.samples.ListTest.testRemoveElement",1,1,1,1
Public Static Method,"junit.samples.SimpleTest.main",1,1,1,1
Protected Method,"junit.samples.SimpleTest.setUp",1,1,1,1
Public Static Method,"junit.samples.SimpleTest.suite",1,1,1,1
Public Method,"junit.samples.SimpleTest.testAdd",1,1,1,1
Public Method,"junit.samples.SimpleTest.testDivideByZero",1,1,1,1
Public Method,"junit.samples.SimpleTest.testEquals",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.add",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.addMoney",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.addMoneyBag",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.appendTo",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.isZero",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.multiply",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.negate",1,1,1,1
Public Abstract Method,"junit.samples.money.IMoney.subtract",1,1,1,1
Public Constructor,"junit.samples.money.Money.Money",1,1,1,1
Public Method,"junit.samples.money.Money.add",1,1,1,1
Public Method,"junit.samples.money.Money.addMoney",1,2,2,2
Public Method,"junit.samples.money.Money.addMoneyBag",1,1,1,1
Public Method,"junit.samples.money.Money.amount",1,1,1,1
Public Method,"junit.samples.money.Money.appendTo",1,1,1,1
Public Method,"junit.samples.money.Money.currency",1,1,1,1
Public Method,"junit.samples.money.Money.equals",4,4,4,5
Public Method,"junit.samples.money.Money.hashCode",1,2,2,2
Public Method,"junit.samples.money.Money.isZero",1,1,1,1
Public Method,"junit.samples.money.Money.multiply",1,1,1,1
Public Method,"junit.samples.money.Money.negate",1,1,1,1
Public Method,"junit.samples.money.Money.subtract",1,1,1,1
Public Method,"junit.samples.money.Money.toString",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.add",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.addMoney",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.addMoneyBag",1,1,1,1
Method,"junit.samples.money.MoneyBag.appendBag",1,2,2,2
Method,"junit.samples.money.MoneyBag.appendMoney",4,4,4,4
Public Method,"junit.samples.money.MoneyBag.appendTo",1,1,1,1
Private Method,"junit.samples.money.MoneyBag.contains",1,2,2,2
Public Static Method,"junit.samples.money.MoneyBag.create",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.equals",7,7,7,7
Private Method,"junit.samples.money.MoneyBag.findMoney",3,3,3,3
Public Method,"junit.samples.money.MoneyBag.hashCode",1,2,2,2
Public Method,"junit.samples.money.MoneyBag.isZero",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.multiply",1,3,3,3
Public Method,"junit.samples.money.MoneyBag.negate",1,2,2,2
Private Method,"junit.samples.money.MoneyBag.simplify",1,2,2,2
Public Method,"junit.samples.money.MoneyBag.subtract",1,1,1,1
Public Method,"junit.samples.money.MoneyBag.toString",1,2,2,2
Public Static Method,"junit.samples.money.MoneyTest.main",1,1,1,1
Protected Method,"junit.samples.money.MoneyTest.setUp",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagMultiply",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagNegate",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagNotEquals",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagSimpleAdd",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagSubtract",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testBagSumAdd",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testIsZero",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testMixedSimpleAdd",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testMoneyBagEquals",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testMoneyBagHash",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testMoneyEquals",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testMoneyHash",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testNormalize2",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testNormalize3",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testNormalize4",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testPrint",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimpleAdd",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimpleBagAdd",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimpleMultiply",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimpleNegate",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimpleSubtract",1,1,1,1
Public Method,"junit.samples.money.MoneyTest.testSimplify",1,1,1,1
Public Static Method,"junit.tests.AllTests.main",1,1,1,1
Public Static Method,"junit.tests.AllTests.suite",1,1,1,1
Protected Method,"junit.tests.WasRun.runTest",1,1,1,1
Public Method,"junit.tests.extensions.ActiveTestTest.SuccessTest.runTest",1,1,1,1
Method,"junit.tests.extensions.ActiveTestTest.createActiveTestSuite",1,2,2,2
Public Method,"junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest",1,1,1,1
Public Method,"junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest0",1,1,1,1
Public Method,"junit.tests.extensions.ActiveTestTest.testActiveRepeatedTest1",1,1,1,1
Public Method,"junit.tests.extensions.ActiveTestTest.testActiveTest",1,1,1,1
Public Static Method,"junit.tests.extensions.AllTests.main",1,1,1,1
Public Static Method,"junit.tests.extensions.AllTests.suite",1,1,1,1
Constructor,"junit.tests.extensions.ExtensionTest.TornDown.TornDown",1,1,1,1
Protected Method,"junit.tests.extensions.ExtensionTest.TornDown.tearDown",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testRunningErrorInTestSetup",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testRunningErrorInTestSetup.(Anon_1).runTest",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testRunningErrorsInTestSetup",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testRunningErrorsInTestSetup.(Anon_2).runTest",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testRunningErrorsInTestSetup.(Anon_3).runTest",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testSetupErrorDontTearDown",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testSetupErrorDontTearDown.(Anon_4).setUp",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testSetupErrorInTestSetup",1,1,1,1
Public Method,"junit.tests.extensions.ExtensionTest.testSetupErrorInTestSetup.(Anon_5).setUp",1,1,1,1
Public Constructor,"junit.tests.extensions.RepeatedTestTest.RepeatedTestTest",1,1,1,1
Public Method,"junit.tests.extensions.RepeatedTestTest.SuccessTest.runTest",1,1,1,1
Public Method,"junit.tests.extensions.RepeatedTestTest.testRepeatedMoreThanOnce",1,1,1,1
Public Method,"junit.tests.extensions.RepeatedTestTest.testRepeatedNegative",1,2,2,2
Public Method,"junit.tests.extensions.RepeatedTestTest.testRepeatedOnce",1,1,1,1
Public Method,"junit.tests.extensions.RepeatedTestTest.testRepeatedZero",1,1,1,1
Public Static Method,"junit.tests.framework.AllTests.main",1,1,1,1
Public Static Method,"junit.tests.framework.AllTests.suite",1,1,1,1
Public Method,"junit.tests.framework.AssertTest.testAssertEquals",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertEqualsNull",1,1,1,1
Public Method,"junit.tests.framework.AssertTest.testAssertFalse",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNotNull",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNotSame",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNotSameFailsNull",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNull",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNullNotEqualsNull",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertNullNotEqualsString",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertSame",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertStringEquals",1,1,1,1
Public Method,"junit.tests.framework.AssertTest.testAssertStringNotEqualsNull",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertTrue",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithMessage",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithNoMessage",1,2,2,2
Public Method,"junit.tests.framework.AssertTest.testFail",1,2,2,2
Public Method,"junit.tests.framework.ComparisonCompactorTest.testBug609972",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorEndSameComplete",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorEndSameCompleteContext",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlapingMatches",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlapingMatches2",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlapingMatches2Context",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorOverlapingMatchesContext",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorStartSameComplete",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithActualNull",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithActualNullContext",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithExpectedNull",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testComparisonErrorWithExpectedNullContext",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testEndSame",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testMessage",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testNoContextStartAndEndSame",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testSame",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testStartAndEndContext",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testStartAndEndContextWithEllipses",1,1,1,1
Public Method,"junit.tests.framework.ComparisonCompactorTest.testStartSame",1,1,1,1
Public Method,"junit.tests.framework.ComparisonFailureTest.testConnection",1,1,1,1
Public Method,"junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithMessage",1,3,3,3
Public Method,"junit.tests.framework.ComparisonFailureTest.testExceptionToStringWithoutMessage",1,3,3,3
Public Method,"junit.tests.framework.ComparisonFailureTest.testThrowing",1,2,2,2
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertEqualsNaNFails",1,2,2,2
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertNaNEqualsFails",1,2,2,2
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertNaNEqualsNaN",1,1,1,1
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertNegInfinityEqualsInfinity",1,1,1,1
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertPosInfinityEqualsInfinity",1,1,1,1
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertPosInfinityNotEquals",1,2,2,2
Public Method,"junit.tests.framework.DoublePrecisionAssertTest.testAssertPosInfinityNotEqualsNegInfinity",1,2,2,2
Public Method,"junit.tests.framework.Failure.runTest",1,1,1,1
Public Method,"junit.tests.framework.FloatAssertTest.testAllInfinities",1,2,2,2
Public Method,"junit.tests.framework.FloatAssertTest.testAssertEqualsNaNFails",1,2,2,2
Public Method,"junit.tests.framework.FloatAssertTest.testAssertNaNEqualsFails",1,2,2,2
Public Method,"junit.tests.framework.FloatAssertTest.testAssertNaNEqualsNaN",1,1,1,1
Public Method,"junit.tests.framework.FloatAssertTest.testAssertNegInfinityEqualsInfinity",1,1,1,1
Public Method,"junit.tests.framework.FloatAssertTest.testAssertPosInfinityEqualsInfinity",1,1,1,1
Public Method,"junit.tests.framework.FloatAssertTest.testAssertPosInfinityNotEquals",1,2,2,2
Public Method,"junit.tests.framework.FloatAssertTest.testAssertPosInfinityNotEqualsNegInfinity",1,2,2,2
Public Method,"junit.tests.framework.InheritedTestCase.test2",1,1,1,1
Public Method,"junit.tests.framework.NoArgTestCaseTest.testNothing",1,1,1,1
Public Method,"junit.tests.framework.NoTestCaseClass.testSuccess",1,1,1,1
